N,topology,strategy_names,V,C,gamma,gamma_label,noise_p,status,advantage,q_is_nash,symmetric,q_payoff_per_player,classical_ne_payoff,advantage_vector,q_payoff_vector,strategy_mode,strategy_params,strategy_nash_gap,strategy_is_nash,message
4,ring,"D,H,Q",4.0,3.0,1.5707963267948966,pi/2,0.035,ok,0.0035732849828538082,False,False,0.7812008837032509,0.7776275987203971,"[0.04884063109214176, 0.037927748521754845, -0.04161633670112208, -0.030858902981359404]","[0.7396180647811055, 0.7477007891136824, 0.8133636235992266, 0.8241210573189889]",fixed,,,,
4,ring,"D,H,Q",4.0,3.0,1.5707963267948966,pi/2,0.04,ok,0.0039165053164603725,False,False,0.8129478198503559,0.8090313145338955,"[0.049796894108720346, 0.03931106833196418, -0.0418934462450834, -0.0315484949297592]","[0.7737969593651973, 0.7812501332483943, 0.8431996177362538, 0.8535445690515782]",fixed,,,,
4,ring,"D,H,Q",4.0,3.0,1.5707963267948966,pi/2,0.045,ok,0.004157908181428582,False,False,0.8389171773916014,0.8347592692101728,"[0.0497943782969672, 0.039892609948053326, -0.04141900838794155, -0.03163634713136454]","[0.8026651102551424, 0.8094209980149524, 0.866899970019867, 0.8766826312764437]",fixed,,,,
4,ring,"D,H,Q",4.0,3.0,1.5707963267948966,pi/2,0.05,ok,0.004304112990049069,False,False,0.8601446551304657,0.8558405421404166,"[0.04901252208213647, 0.03979265190233505, -0.040357944955893954, -0.03123077706838162]","[0.8270217219888483, 0.8330613926657808, 0.8856841689898605, 0.8948113368773727]",fixed,,,,
5,ghz,"D,H,Q",4.0,3.0,1.5707963267948966,pi/2,0.0,ok,0.6000000000000001,False,True,0.8,0.2,"[0.6000000000000001, 0.6000000000000001, 0.6000000000000001, 0.6000000000000001, 0.6000000000000001]","[0.8, 0.8, 0.8, 0.8, 0.8]",fixed,,,,
5,ghz,"D,H,Q",4.0,3.0,1.5707963267948966,pi/2,0.005,ok,0.49972428552355364,False,False,0.7828892799187088,0.2831649943951552,"[0.5137122355692858, 0.5137122355692858, 0.5021070439108308, 0.4903809157485488, 0.4787089968198166]","[0.7854985409636202, 0.78549854096362, 0.7780142182572306, 0.7765304360399399, 0.7889046633691331]",fixed,,,,
5,ghz,"D,H,Q",4.0,3.0,1.5707963267948966,pi/2,0.01,ok,-0.019474030073630244,False,False,0.7699439160326624,0.7894179461062927,"[0.43951278595875937, -0.1263612286303647, -0.1324774875096013, -0.1409725903932778, -0.13707162979366638]","[0.7739289287439394, 0.7739289287439395, 0.7611961333132766, 0.7592490932701916, 0.7814164960919654]",fixed,,,,
5,ghz,"D,H,Q",4.0,3.0,1.5707963267948966,pi/2,0.015,ok,-0.025673305578392425,False,False,0.760363458117312,0.7860367636957044,"[-0.08328973855961697, -0.08328973855961652, 0.29907536433080384, -0.1337502398720004, -0.1271121752315325]","[0.7648265099554478, 0.764826509955448, 0.7486032608992064, 0.7468980102613787, 0.776662999515079]",fixed,,,,
5,ghz,"D,H,Q",4.0,3.0,1.5707963267948966,pi/2,0.02,ok,-0.02997267579288121,False,False,0.7534859295376487,0.7834586053305299,"[-0.059090098125568535, -0.059090098125568424, 0.191722802461037, -0.11606733836101701, -0.1073386468132892]","[0.7577917470647509, 0.7577917470647509, 0.7394477591946409, 0.7384470122871257, 0.7739513820769748]",fixed,,,,
5,ghz,"D,H,Q",4.0,3.0,1.5707963267948966,pi/2,0.025,ok,-0.0328060891684695,False,False,0.7487653316613376,0.7815714208298071,"[-0.04007985774664791, -0.04007985774664802, 0.1061655716734462, -0.10035021970158031, -0.08968608232091757]","[0.7524819571925854, 0.7524819571925853, 0.7330724303039016, 0.7330551796394209, 0.7727351339781952]",fixed,,,,
5,ghz,"D,H,Q",4.0,3.0,1.5707963267948966,pi/2,0.03,ok,-0.034472285695151816,False,False,0.7457526410346227,0.7802249267297745,"[-0.025286157828296574, -0.025286157828296574, 0.03868730288950939, -0.08644444090604841, -0.07403197480262658]","[0.7486039854774555, 0.7486039854774555, 0.7289303215039544, 0.7300385293166121, 0.7725863833976354]",fixed,,,,
5,ghz,"D,H,Q",4.0,3.0,1.5707963267948966,pi/2,0.035,ok,-0.0352182605057878,False,False,0.7440797767973134,0.7792980373031012,"[-0.01390428914658004, -0.013904289146579818, -0.013847683958237211, -0.07419448810670892, -0.060240552170833905]","[0.745907724670355, 0.745907724670355, 0.7265673993116826, 0.7288429460593919, 0.7731730892747822]",fixed,,,,
5,ghz,"D,H,Q",4.0,3.0,1.5707963267948966,pi/2,0.04,ok,-0.0352475118666854,False,False,0.7434460914193946,0.77869360328608,"[-0.0052702582941260845, -0.0052702582941264176, -0.05408033870147588, -0.06344764295638605, -0.04816906108731267]","[0.7441803979721657, 0.7441803979721655, 0.7256078449584114, 0.729021543222104, 0.7742402729721257]",fixed,,,,
5,ghz,"D,H,Q",4.0,3.0,1.5707963267948966,pi/2,0.045,ok,-0.03472704429525497,False,False,0.7436070028486161,0.7783340471438711,"[0.0011623688643729313, 0.0011623688643729313, -0.08423059716499237, -0.05405676089971334, -0.03767260114031512]","[0.7432415277619583, 0.7432415277619584, 0.7257415847911586, 0.7302157575137331, 0.775594616414272]",fixed,,,,
5,ghz,"D,H,Q",4.0,3.0,1.5707963267948966,pi/2,0.05,ok,-0.0337933067168632,False,False,0.7443644420091607,0.778157748726024,"[0.005841987942871496, 0.005841987942871496, -0.10616054538124808, -0.045882186410182935, -0.028607777678627655]","[0.742938518616667, 0.742938518616667, 0.7267137249034783, 0.7321395871723, 0.7770918607366916]",fixed,,,,
5,w,"D,H,Q",4.0,3.0,1.5707963267948966,pi/2,0.0,ok,0.30000000000000004,False,True,0.8,0.5,"[0.29999999999999993, 0.30000000000000016, 0.30000000000000004, 0.30000000000000004, 0.29999999999999993]","[0.8, 0.8000000000000003, 0.8, 0.8, 0.8]",fixed,,,,
5,w,"D,H,Q",4.0,3.0,1.5707963267948966,pi/2,0.005,ok,0.13908759229161016,False,False,0.797865761053042,0.6587781687614318,"[0.01662602681846026, 0.12735925121939673, 0.057611531771634805, 0.25448827753373626, 0.23935287411482242]","[0.7384796484258881, 0.7991724954807673, 0.7479761051361875, 0.8518032840269221, 0.8518972721954445]",fixed,,,,
5,w,"D,H,Q",4.0,3.0,1.5707963267948966,pi/2,0.01,ok,0.0697518356199236,False,False,0.7946586433201899,0.7249068077002663,"[-0.06538728667583549, 0.0709175175669482, -0.027232770202269774, 0.1931596172924943, 0.17730210011828074]","[0.7328936538161983, 0.8057150753798706, 0.7363503343042908, 0.8491083301925269, 0.8492258229080629]",fixed,,,,
5,w,"D,H,Q",4.0,3.0,1.5707963267948966,pi/2,0.015,ok,0.03756392734885394,False,False,0.7913503672681523,0.7537864399192984,"[-0.07698940111121422, 0.0496668413382082, -0.051035885568962436, 0.13913835135571695, 0.12703973073052133]","[0.7410958225572551, 0.8077217430840266, 0.7386635039233108, 0.834590108795854, 0.8346806579803151]",fixed,,,,
5,w,"D,H,Q",4.0,3.0,1.5707963267948966,pi/2,0.02,ok,0.021423100516028803,False,False,0.7885070843845451,0.7670839838685163,"[-0.06667696081672814, 0.038663999500026525, -0.05195137155121643, 0.0975856396444833, 0.08949419580357887]","[0.7508433449447972, 0.8057391170747754, 0.7451267786100872, 0.8203860618302641, 0.8204401194628015]",fixed,,,,
5,w,"D,H,Q",4.0,3.0,1.5707963267948966,pi/2,0.025,ok,0.01274534360326185,False,False,0.7863009128463321,0.7735555692430702,"[-0.051870697875178284, 0.03080183322451513, -0.04518152624896177, 0.067513587822713, 0.062463521093221175]","[0.7590703449708018, 0.8019056842628101, 0.7521408960524834, 0.809181087918907, 0.8092065510266583]",fixed,,,,
5,w,"D,H,Q",4.0,3.0,1.5707963267948966,pi/2,0.03,ok,0.0078115823949017615,False,False,0.7846921813183793,0.7768805989234775,"[-0.038324372170088994, 0.024320931499973386, -0.036712988195513496, 0.046402269653191275, 0.04337207118694697]","[0.7653716535253984, 0.7977117945796132, 0.7584551202747497, 0.800957335340282, 0.8009650028718527]",fixed,,,,
5,w,"D,H,Q",4.0,3.0,1.5707963267948966,pi/2,0.035,ok,0.0048882342813667545,False,False,0.7835643281511688,0.7786760938698021,"[-0.02749816864591137, 0.018879578686296083, -0.028778074282456156, 0.03180756906632842, 0.03003026658257668]","[0.7700167663537514, 0.7939000708012414, 0.7637242970386511, 0.795091065971214, 0.7950894405909866]",fixed,,,,
5,w,"D,H,Q",4.0,3.0,1.5707963267948966,pi/2,0.04,ok,0.003104834923542188,False,False,0.7827933072391711,0.7796884723156289,"[-0.019362488462228544, 0.014409429808637242, -0.022076339436198356, 0.021791426771763378, 0.020762145935736886]","[0.7733768530742644, 0.7907373098227009, 0.7679499912998836, 0.7909539393355053, 0.7909484426635013]",fixed,,,,
5,w,"D,H,Q",4.0,3.0,1.5707963267948966,pi/2,0.045,ok,0.0019943369645236686,False,False,0.782274596423148,0.7802802594586243,"[-0.013452514355235534, 0.01083748650476457, -0.016695762579421736, 0.014937367986890049, 0.014345107265621326]","[0.7757782835382214, 0.7882467134006664, 0.7712569788603828, 0.7880486900556759, 0.7880423162607936]",fixed,,,,
5,w,"D,H,Q",4.0,3.0,1.5707963267948966,pi/2,0.05,ok,0.0012925248583842697,False,False,0.7819290211321368,0.7806364962737525,"[-0.009249623760976267, 0.00805224077147948, -0.012499172053860863, 0.0102495516393597, 0.009909627695919077]","[0.7774781055906218, 0.7863484585426083, 0.7738018165640943, 0.7860112776761918, 0.7860054472871674]",fixed,,,,
5,ring,"D,H,Q",4.0,3.0,1.5707963267948966,pi/2,0.0,ok,0.600000000000001,False,True,0.8000000000000009,0.2,"[0.600000000000001, 0.6000000000000008, 0.600000000000001, 0.600000000000001, 0.600000000000001]","[0.800000000000001, 0.8000000000000008, 0.8000000000000009, 0.8000000000000009, 0.8000000000000009]",fixed,,,,
5,ring,"D,H,Q",4.0,3.0,1.5707963267948966,pi/2,0.005,ok,0.47239772097694976,False,False,0.7962207423790424,0.3238230214020926,"[0.49726424029412497, 0.48691647667044213, 0.4729168179483441, 0.45281567926825717, 0.4520753907035808]","[0.7995062467498298, 0.7986013414775517, 0.7959415381630864, 0.7937588680270223, 0.7932957174777218]",fixed,,,,
5,ring,"D,H,Q",4.0,3.0,1.5707963267948966,pi/2,0.01,ok,0.3723241284106489,False,False,0.7932436052775531,0.42091947686690423,"[0.41539520499134763, 0.39811417327809256, 0.37379060469581776, 0.3379675393509748, 0.33635311973701176]","[0.7987730266749681, 0.7972988558845989, 0.7928370624780603, 0.7890152406965231, 0.7882938406536152]",fixed,,,,
5,ring,"D,H,Q",4.0,3.0,1.5707963267948966,pi/2,0.015,ok,0.2938038716788292,False,False,0.7908926911144338,0.4970888194356046,"[0.349653086757825, 0.328059583263217, 0.2964224797084664, 0.24867149021956447, 0.2462127184450732]","[0.7978738568459834, 0.796072576091543, 0.7904624380719946, 0.7854480163773562, 0.7846065681852921]",fixed,,,,
5,ring,"D,H,Q",4.0,3.0,1.5707963267948966,pi/2,0.02,ok,0.23215847293506486,False,False,0.7890312927542473,0.5568728198191825,"[0.2964202315806125, 0.2724897525206176, 0.23598015090866387, 0.17954286947699916, 0.17635936018843068]","[0.7968677074341525, 0.7949112583889886, 0.7886447004297401, 0.7828019257554589, 0.781930871762896]",fixed,,,,
5,ring,"D,H,Q",4.0,3.0,1.5707963267948966,pi/2,0.025,ok,0.1837261439770992,False,False,0.78755313033697,0.6038269863598709,"[0.25293581303398016, 0.22812565199234758, 0.18869972512168143, 0.12630855079680314, 0.12256097894068307]","[0.7958012805433299, 0.7938091811572512, 0.7872507502875897, 0.7808742125068568, 0.7800302271898224]",fixed,,,,
5,ring,"D,H,Q",4.0,3.0,1.5707963267948966,pi/2,0.03,ok,0.14564166650740895,False,False,0.7863755387056433,0.6407338721982343,"[0.21709202619988244, 0.19244850025650828, 0.15165187031474847, 0.08557844558825112, 0.08143749017765411]","[0.7947110148597135, 0.7927639227562345, 0.786178472733922, 0.7795040163830658, 0.7787202667952804]",fixed,,,,
5,ring,"D,H,Q",4.0,3.0,1.5707963267948966,pi/2,0.035,ok,0.11566358902359963,False,False,0.7854341754362387,0.6697705864126391,"[0.1872778931030582, 0.16352560458850762, 0.12255858949536791, 0.0546641075124481, 0.05029175041861589]","[0.7936248322068197, 0.7917748525657721, 0.7853497740244747, 0.7785639051977403, 0.7778575131863866]",fixed,,,,
5,ring,"D,H,Q",4.0,3.0,1.5707963267948966,pi/2,0.04,ok,0.09203866700666763,False,False,0.7846789130467758,0.6926402460401082,"[0.16225983541951128, 0.13987507466907667, 0.09964976941316173, 0.031434693574471595, 0.026973961957117876]","[0.792563646017796, 0.7908421359407481, 0.7847051330158972, 0.7779531166883298, 0.7773305335711085]",fixed,,,,
5,ring,"D,H,Q",4.0,3.0,1.5707963267948966,pi/2,0.045,ok,0.07339559309961707,False,False,0.7840706524742573,0.7106750593746403,"[0.14109057569747652, 0.120360986542, 0.08155096353035907, 0.014202554843180337, 0.009772884885069999]","[0.7915426536932051, 0.789966104792771, 0.7841993468634932, 0.7775921618793018, 0.7770529951425157]",fixed,,,,
5,ring,"D,H,Q",4.0,3.0,1.5707963267948966,pi/2,0.05,ok,0.05866174353241893,False,False,0.7835788525931285,0.7249171090607096,"[0.12303981361331784, 0.10411234615740039, 0.0671956835506361, 0.0016323318525243158, -0.0026714575117839923]","[0.7905724353733475, 0.7891468841976287, 0.7837982167585471, 0.7774185133656837, 0.7769582132704353]",fixed,,,,
