N,topology,strategy_names,V,C,gamma,gamma_label,noise_p,status,advantage,q_is_nash,symmetric,q_payoff_per_player,classical_ne_payoff,advantage_vector,q_payoff_vector,strategy_mode,strategy_params,strategy_nash_gap,strategy_is_nash,message
6,ring,"D,H,Q",4.0,3.0,0.0,0π,0.0,ok,0.5,False,True,0.6666666666666666,0.16666666666666666,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666]",fixed,,,,
6,ring,"D,H,Q",4.0,3.0,0.3141592653589793,0.1π,0.0,ok,0.49936681096812774,False,True,0.6660334776347944,0.16666666666666666,"[0.49936681096812763, 0.49936681096812763, 0.49936681096812785, 0.49936681096812774, 0.49936681096812763, 0.49936681096812774]","[0.6660334776347943, 0.6660334776347943, 0.6660334776347945, 0.6660334776347944, 0.6660334776347943, 0.6660334776347944]",fixed,,,,
6,ring,"D,H,Q",4.0,3.0,0.6283185307179586,0.2π,0.0,ok,0.480990129596626,False,True,0.6476567962632925,0.16666666666666652,"[0.4809901295966261, 0.480990129596626, 0.4809901295966258, 0.480990129596626, 0.4809901295966259, 0.480990129596626]","[0.6476567962632926, 0.6476567962632925, 0.6476567962632923, 0.6476567962632925, 0.6476567962632924, 0.6476567962632925]",fixed,,,,
6,ring,"D,H,Q",4.0,3.0,0.9424777960769379,0.3π,0.0,ok,0.4428262203429084,False,True,0.609492887009575,0.16666666666666666,"[0.4428262203429084, 0.4428262203429083, 0.4428262203429084, 0.4428262203429085, 0.4428262203429084, 0.4428262203429083]","[0.609492887009575, 0.6094928870095749, 0.609492887009575, 0.6094928870095752, 0.609492887009575, 0.6094928870095749]",fixed,,,,
6,ring,"D,H,Q",4.0,3.0,1.2566370614359172,0.4π,0.0,ok,0.46429280649956584,False,True,0.6309594731662325,0.16666666666666666,"[0.46429280649956584, 0.46429280649956584, 0.46429280649956584, 0.46429280649956595, 0.46429280649956584, 0.46429280649956595]","[0.6309594731662325, 0.6309594731662325, 0.6309594731662325, 0.6309594731662326, 0.6309594731662325, 0.6309594731662326]",fixed,,,,
6,ring,"D,H,Q",4.0,3.0,1.5707963267948966,0.5π,0.0,ok,0.5000000000000008,False,True,0.6666666666666674,0.16666666666666666,"[0.5000000000000008, 0.5000000000000009, 0.5000000000000008, 0.5000000000000008, 0.5000000000000008, 0.5000000000000008]","[0.6666666666666674, 0.6666666666666675, 0.6666666666666674, 0.6666666666666674, 0.6666666666666674, 0.6666666666666674]",fixed,,,,
6,star,"D,H,Q",4.0,3.0,0.0,0π,0.0,ok,0.5,False,True,0.6666666666666666,0.16666666666666666,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666]",fixed,,,,
6,star,"D,H,Q",4.0,3.0,0.3141592653589793,0.1π,0.0,ok,0.499999709226415,False,False,0.6666663758930816,0.16666666666666666,"[0.8796299808953388, 0.42407365489263016, 0.42407365489263027, 0.42407365489263027, 0.42407365489263016, 0.42407365489263016]","[1.0462966475620055, 0.5907403215592968, 0.5907403215592969, 0.5907403215592969, 0.5907403215592968, 0.5907403215592968]",fixed,,,,
6,star,"D,H,Q",4.0,3.0,0.6283185307179586,0.2π,0.0,ok,0.4998197321977452,False,False,0.6664863988644117,0.16666666666666655,"[1.1143837671548675, 0.3769069252063208, 0.3769069252063206, 0.3769069252063208, 0.3769069252063208, 0.3769069252063209]","[1.281050433821534, 0.5435735918729874, 0.5435735918729871, 0.5435735918729874, 0.5435735918729874, 0.5435735918729875]",fixed,,,,
6,star,"D,H,Q",4.0,3.0,0.9424777960769379,0.3π,0.0,ok,0.49560146798916205,False,False,0.6622681346558287,0.16666666666666666,"[0.6222768909003173, 0.47026638340693117, 0.47026638340693094, 0.47026638340693094, 0.47026638340693117, 0.47026638340693117]","[0.788943557566984, 0.6369330500735978, 0.6369330500735976, 0.6369330500735976, 0.6369330500735978, 0.6369330500735978]",fixed,,,,
6,star,"D,H,Q",4.0,3.0,1.2566370614359172,0.4π,0.0,ok,0.4778285260114833,False,False,0.6444951926781499,0.16666666666666666,"[0.5994056958883442, 0.4535130920361111, 0.45351309203611123, 0.45351309203611123, 0.4535130920361111, 0.4535130920361111]","[0.7660723625550109, 0.6201797587027778, 0.6201797587027779, 0.6201797587027779, 0.6201797587027778, 0.6201797587027778]",fixed,,,,
6,star,"D,H,Q",4.0,3.0,1.5707963267948966,0.5π,0.0,ok,0.46337890625000044,False,False,0.6300455729166671,0.16666666666666666,"[0.9516601562500008, 0.3657226562500002, 0.36572265625000033, 0.36572265625000033, 0.36572265625000033, 0.36572265625000033]","[1.1183268229166674, 0.5323893229166669, 0.532389322916667, 0.532389322916667, 0.532389322916667, 0.532389322916667]",fixed,,,,
6,w,"D,H,Q",4.0,3.0,0.0,0π,0.0,ok,0.5,False,True,0.6666666666666666,0.16666666666666666,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666]",fixed,,,,
6,w,"D,H,Q",4.0,3.0,0.3141592653589793,0.1π,0.0,ok,0.4877641290737884,False,True,0.6666666666666666,0.1789025375928782,"[0.4877641290737884, 0.4877641290737884, 0.4877641290737884, 0.4877641290737884, 0.4877641290737884, 0.4877641290737884]","[0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666]",fixed,,,,
6,w,"D,H,Q",4.0,3.0,0.6283185307179586,0.2π,0.0,ok,0.45225424859373686,False,True,0.6666666666666665,0.21441241807292968,"[0.4522542485937368, 0.4522542485937368, 0.4522542485937368, 0.4522542485937368, 0.4522542485937368, 0.4522542485937368]","[0.6666666666666665, 0.6666666666666665, 0.6666666666666665, 0.6666666666666665, 0.6666666666666665, 0.6666666666666665]",fixed,,,,
6,w,"D,H,Q",4.0,3.0,0.9424777960769379,0.3π,0.0,ok,0.39694631307311845,False,True,0.6666666666666669,0.2697203535935484,"[0.39694631307311834, 0.3969463130731184, 0.3969463130731184, 0.3969463130731184, 0.39694631307311834, 0.39694631307311834]","[0.6666666666666667, 0.6666666666666667, 0.6666666666666667, 0.6666666666666667, 0.6666666666666667, 0.6666666666666667]",fixed,,,,
6,w,"D,H,Q",4.0,3.0,1.2566370614359172,0.4π,0.0,ok,0.327254248593737,False,True,0.6666666666666669,0.3394124180729299,"[0.32725424859373686, 0.32725424859373686, 0.32725424859373686, 0.32725424859373686, 0.32725424859373686, 0.32725424859373686]","[0.6666666666666667, 0.6666666666666667, 0.6666666666666667, 0.6666666666666667, 0.6666666666666667, 0.6666666666666667]",fixed,,,,
6,w,"D,H,Q",4.0,3.0,1.5707963267948966,0.5π,0.0,ok,0.24999999999999983,False,True,0.6666666666666666,0.4166666666666668,"[0.24999999999999978, 0.24999999999999978, 0.24999999999999983, 0.24999999999999983, 0.24999999999999978, 0.24999999999999978]","[0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666]",fixed,,,,
